__src_id,__dst_id,type
"organization/context-relevant","person/stephen-purpura","hasTeamMember"
"organization/datainsight-io-2","category/big data analytics/8a60151f6739dde3c98235fcef7a2db8","hasCategory"
"organization/datainsight-io-2","http://twitter.com/datainsightio","hasWebsite"
"organization/deep-information-sciences-inc","category/big data analytics/8a60151f6739dde3c98235fcef7a2db8","hasCategory"
"organization/deep-information-sciences-inc","http://deep.is/thinking/","hasWebsite"
"organization/dna-bits","http://www.dna-bits.com/","hasWebsite"
"organization/dna-bits","image/upload/v1406804907/no6sndo3sdilkgdjahrj.png","hasPrimaryImage"
"organization/edureka","person/kapil-tyagi","hasTeamMember"
"organization/edureka","person/kapil-tyagi","hasFounder"
"organization/edureka","person/sujata-barla","hasTeamMember"
"organization/edureka","category/education/025caab73e5498f0061c73e7af159cd1","hasCategory"
"organization/engineroom-io","person/stefan-gillard","hasTeamMember"
"organization/engineroom-io","http://twitter.com/engineroomio","hasWebsite"
"organization/flydata","http://flydata.com","hasWebsite"
"organization/flydata","http://www.facebook.com/flydatainc","hasWebsite"
"organization/getbulb","QWRkcmVzc251bGxudWxsbnVsbG51bGxEdWJsaW4=","hasOffice"
"organization/getbulb","QWRkcmVzc251bGxudWxsbnVsbG51bGxEdWJsaW4=","hasHeadquarter"
"organization/getbulb","person/jane-ruffino","hasTeamMember"
"organization/giant-oak-inc","http://www.giantoak.com","hasWebsite"
"organization/ginger-io","funding-round/1afc18b9529193f69bb0651f7478c92f","hasFundingRound"
"organization/ginger-io","person/sabih-mir","hasTeamMember"
"organization/gridgain-systems","http://www.gridgain.com/blog/","hasWebsite"
"organization/hexanika","http://www.hexanika.com","hasWebsite"
"organization/hexanika","http://www.hexanika.com/big-data-blog-cloud-computing-company-blog","hasWebsite"
"organization/hitfox-group","person/hanno-fichtner","hasTeamMember"
"organization/hitfox-group","category/big data analytics/8a60151f6739dde3c98235fcef7a2db8","hasCategory"
"organization/hitfox-group","person/tim-koschella","hasFounder"
"organization/hitfox-group","person/tim-koschella","hasTeamMember"
"organization/hitfox-group","person/hanno-fichtner","hasFounder"
"organization/hitfox-group","image/upload/v1399314248/g8dyjlnzcseo6lkbnlrs.png","hasPrimaryImage"
"organization/inkiru","person/alok-bhanot","hasTeamMember"
"organization/intersec","QWRkcmVzc1RvdXIgV251bGxudWxsOTIwODVQYXJpcw==","hasOffice"
"organization/intersec","QWRkcmVzc1RvdXIgV251bGxudWxsOTIwODVQYXJpcw==","hasHeadquarter"
"organization/intersec","http://www.intersec.com","hasWebsite"
"organization/iqlect","image/upload/v1413101432/zldkb8hhzeymfy02ynqk.png","hasPrimaryImage"
"organization/joyent","funding-round/6188ee2113a9c447f810bbff86d552f7","hasFundingRound"
"organization/joyent","http://www.plus.google.com/116067599577083513668","hasWebsite"
"organization/joyent","category/enterprise software/d38b3f26abc46f7bb29db952021a1b14","hasCategory"
"organization/joyent","funding-round/4f2b85f24c26aa6b811f0ee972e64ec6","hasFundingRound"
"organization/karmadata","http://www.facebook.com/karmadata","hasWebsite"
"organization/karmadata","person/brendan-kelleher","hasTeamMember"
"organization/leanxcale","image/upload/v1413489501/ttxwpa0hs83jjhen5rtr.png","hasPrimaryImage"
"organization/sidecar","person/ravindar-gujral","hasTeamMember"
"organization/sidecar","category/google apps/26b6c4c6bfef2e3529fc0d65ad2def37","hasCategory"
"organization/sourcethought","funding-round/7bfd2b311f98cdbc99d93ddf09bdc704","hasFundingRound"
"organization/sourcethought","person/john-vigouroux","hasBoardMemberAndAdvisor"
"organization/sourcethought","person/alexander-stojanovic","hasBoardMemberAndAdvisor"
"organization/sourcethought","image/upload/v1405506987/ddwxobbnhm40rz1ewtx1.png","hasPrimaryImage"
"organization/sparql-city","person/terry-garnett","hasBoardMemberAndAdvisor"
"organization/sparql-city","QWRkcmVzc251bGxudWxsbnVsbG51bGxTYW4gRGllZ28=","hasOffice"
"organization/sparql-city","person/babu-tammisetti","hasTeamMember"
"organization/sparql-city","QWRkcmVzc251bGxudWxsbnVsbG51bGxTYW4gRGllZ28=","hasHeadquarter"
"organization/sparql-city","person/babu-tammisetti","hasFounder"
"organization/streamdrill","QWRkcmVzc251bGxudWxsbnVsbDEyNDM1QmVybGlu","hasOffice"
"organization/streamdrill","QWRkcmVzc251bGxudWxsbnVsbDEyNDM1QmVybGlu","hasHeadquarter"
"organization/superganadero","http://superganadero.com/","hasWebsite"
"organization/superganadero","QWRkcmVzc0hlYWRxdWFydGVyc251bGxudWxsbnVsbFphcmFnb3ph","hasOffice"
"organization/superganadero","person/sanjoaquin-romero","hasBoardMemberAndAdvisor"
"organization/superganadero","http://www.linkedin.com/company/superganadero","hasWebsite"
"organization/superganadero","QWRkcmVzc0hlYWRxdWFydGVyc251bGxudWxsbnVsbFphcmFnb3ph","hasHeadquarter"
"organization/transera-communications","funding-round/6e9a1ce5ba8e301d0a9eeadb4d898acb","hasFundingRound"
"organization/tumra","http://plus.google.com/109369166025919897765","hasWebsite"
"organization/typesafe","person/jonas-bonr-2","hasTeamMember"
"organization/typesafe","http://www.typesafe.com","hasWebsite"
"organization/typesafe","person/jonas-bonr-2","hasFounder"
"organization/vc-experts","http://twitter.com/VC_Experts","hasWebsite"
"organization/via-science","person/colin-hill-2","hasBoardMemberAndAdvisor"
"organization/via-science","person/colin-gounden","hasTeamMember"
"organization/via-science","category/predictive analytics/ca8390d722c65bb5f87022f52f364b1b","hasCategory"
"organization/wegowise","funding-round/5b1e6f859d017d6e0e971cea9404ec4b","hasFundingRound"
"organization/yodil","http://twitter.com/yodilinc","hasWebsite"
"organization/zetdata","category/predictive analytics/ca8390d722c65bb5f87022f52f364b1b","hasCategory"
"organization/zetdata","category/big data analytics/8a60151f6739dde3c98235fcef7a2db8","hasCategory"
"organization/zoomdata","http://www.plus.google.com/u/0/109200684493511618967","hasWebsite"
"organization/zoomdata","category/big data analytics/8a60151f6739dde3c98235fcef7a2db8","hasCategory"
"organization/zoomdata","http://www.facebook.com/Zoomdata","hasWebsite"
"organization/zoomdata","person/tom-ulrich","hasTeamMember"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/saint-petersburg-city/1cc9ee6afec3ec4bc318dd4bb2964f90","location/russian-federation/c6489798402ca5b4fe7709247eee9900","locatedIn"
"location/wien/6f11ce94c714f7f47cbe6cc58e8d36f4","location/austria/6d705437ce74b06198640079d15fb639","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/moscow-city/ec3a0cfc29f596541f234f8f9f593c71","location/russian-federation/c6489798402ca5b4fe7709247eee9900","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/oberosterreich/75166eb029ad75183d4ad3a0ff6545ce","location/austria/6d705437ce74b06198640079d15fb639","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/arizona/a7afe60f35b618145d3efb86c05d2593","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/arizona/a7afe60f35b618145d3efb86c05d2593","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/moscow-city/ec3a0cfc29f596541f234f8f9f593c71","location/russian-federation/c6489798402ca5b4fe7709247eee9900","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/são-paulo/f8a963b5dd72cf5241d7819da740ac5e","location/alagoas/55795393eb51ffde26c860dc8501d324","locatedIn"
"location/chiari/2a39cf4306a8d6490485004f2e4e8491","location/lombardia/5187794153a6524d701df43138753701","locatedIn"
"location/chiari/2a39cf4306a8d6490485004f2e4e8491","location/lombardia/5187794153a6524d701df43138753701","locatedIn"
"location/perth-amboy/94478c841d938935ec4b5c8da53cd91d","location/new-jersey/625bdda20f438348c41c7654bfbecd02","locatedIn"
"location/são-paulo/f8a963b5dd72cf5241d7819da740ac5e","location/alagoas/55795393eb51ffde26c860dc8501d324","locatedIn"
"location/pavia/aae10d7e3cd9dd34fcdce1df5a32486e","location/lombardia/5187794153a6524d701df43138753701","locatedIn"
"location/perth-amboy/94478c841d938935ec4b5c8da53cd91d","location/new-jersey/625bdda20f438348c41c7654bfbecd02","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/wien/6f11ce94c714f7f47cbe6cc58e8d36f4","location/austria/6d705437ce74b06198640079d15fb639","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/são-paulo/f8a963b5dd72cf5241d7819da740ac5e","location/alagoas/55795393eb51ffde26c860dc8501d324","locatedIn"
"location/são-paulo/f8a963b5dd72cf5241d7819da740ac5e","location/alagoas/55795393eb51ffde26c860dc8501d324","locatedIn"
"location/beaverton/bed45f0ce6cdc23ed230e402ec097919","location/oregon/c1fd8422b7e3a70d83af8d9403df589a","locatedIn"
"location/são-paulo/f8a963b5dd72cf5241d7819da740ac5e","location/alagoas/55795393eb51ffde26c860dc8501d324","locatedIn"
"organization/zoomdata","location/reston/bcf95506a417e135bc1187fa955602ae","locatedIn"
"organization/echovoice","location/scottsdale/10df304e5914962dfe28ba3c8a0d20f1","locatedIn"
"organization/dna-bits","location/jerusalem/52800bd5ad9201dfd2a8dc8d8cc4785c","locatedIn"
"organization/katalyo","location/zagreb/ee9678c1226e1ae949918de4f11e90f1","locatedIn"
"organization/fbs-data-systems","location/fargo/48968c6a7cfc0e38947c8a5f1bda5d0e","locatedIn"
"organization/vc-experts","location/shreveport/8f50adf03ace0690c615d96d38a2b589","locatedIn"
"organization/wegowise","location/washington/09d220d540bacd296f7a5035ff6e6bef","locatedIn"
"location/são-paulo/f8a963b5dd72cf5241d7819da740ac5e","location/alagoas/55795393eb51ffde26c860dc8501d324","locatedIn"
"location/são-paulo/f8a963b5dd72cf5241d7819da740ac5e","location/alagoas/55795393eb51ffde26c860dc8501d324","locatedIn"
"location/perth-amboy/94478c841d938935ec4b5c8da53cd91d","location/new-jersey/625bdda20f438348c41c7654bfbecd02","locatedIn"
"location/pavia/aae10d7e3cd9dd34fcdce1df5a32486e","location/lombardia/5187794153a6524d701df43138753701","locatedIn"
"location/beaverton/bed45f0ce6cdc23ed230e402ec097919","location/oregon/c1fd8422b7e3a70d83af8d9403df589a","locatedIn"
"location/chiari/2a39cf4306a8d6490485004f2e4e8491","location/lombardia/5187794153a6524d701df43138753701","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"location/arizona/a7afe60f35b618145d3efb86c05d2593","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/pennsylvania/45f8ca9499bf3a2d795f3c1e74072327","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/moscow-city/ec3a0cfc29f596541f234f8f9f593c71","location/russian-federation/c6489798402ca5b4fe7709247eee9900","locatedIn"
"location/wien/6f11ce94c714f7f47cbe6cc58e8d36f4","location/austria/6d705437ce74b06198640079d15fb639","locatedIn"
"location/virginia/ba972fec7acf7c8443161ab2425cc6be","location/united-states/f110fca2105599f6996d011c198b3928","locatedIn"
"location/karnataka/cd79504e3c0a954fa3c6094f46c0d524","location/india/44048bf7db640d7adb20fd3c1ebf47b0","locatedIn"
"organization/outerthought","organization/ngdata","acquiredBy"
"organization/inkiru","organization/walmart-labs","acquiredBy"
"organization/kitenga","organization/dell","acquiredBy"
"category/Big Data Analytics","keyword/Big Data Analytics","isRelatedToKeyword"
"category/Communications Infrastructure","keyword/infrastructure","isRelatedToKeyword"
"category/Artificial Intelligence","keyword/artificial","isRelatedToKeyword"
"category/Security","keyword/Security","isRelatedToKeyword"
"organization/redpoint-ventures","organization/mapr-technologies","investedIn"
"organization/redpoint-ventures","organization/mapr-technologies","investedIn"
"organization/redpoint-ventures","organization/mapr-technologies","investedIn"
"organization/science","organization/everysignal","investedIn"
"organization/lucas-venture-group","organization/reputation-com","investedIn"
"organization/lucas-venture-group","organization/liquidspace","investedIn"
"organization/nextstage-capital","organization/kxen","investedIn"
"organization/lucas-venture-group","organization/chegg","investedIn"
"organization/lucas-venture-group","organization/chegg","investedIn"
"person/howard-teich","organization/geostellar","investedIn"
"organization/adara-venture-partners","organization/strat-io","investedIn"
"http://www.facebook.com/trendifynetwork","keyword/Big Data Analytics",
"http://www.facebook.com/trendifynetwork","keyword/Big Data Analytics",
"http://www.facebook.com/trendifynetwork","keyword/Big Data Analytics",
"http://www.exacaster.com","keyword/Big Data Analytics",
"http://www.exacaster.com","keyword/Big Data Analytics",
"http://www.exacaster.com","keyword/Big Data Analytics",
"http://www.zementis.com","keyword/insights",
"http://web.ondore.com/es/blog/","keyword/Blog",
"http://web.ondore.com/es/blog/","keyword/Blog",
"http://www.redlambda.com/blog/","keyword/Blog",
"http://www.redlambda.com/blog/","keyword/Security",
"http://www.redlambda.com/blog/","keyword/Blog",
"http://www.redlambda.com/blog/","keyword/Security",
"http://www.facebook.com/pages/SQLstream/45709229374","keyword/integration",
"http://www.facebook.com/pages/SQLstream/45709229374","keyword/integration",
"http://www.facebook.com/pages/SQLstream/45709229374","keyword/Streaming Data",
"http://www.facebook.com/945signals","keyword/Search Engine",
"http://www.facebook.com/pages/flexmls/110635571991","keyword/professionals",
"http://www.facebook.com/altocloud","keyword/engagement",
"http://idatamatics.com","keyword/integration",
"http://idatamatics.com","keyword/integration",
"http://leapcommerce.com","keyword/Retailers",
"http://www.thbs.com","keyword/cloud",
"http://www.facebook.com/Inflectioncom","keyword/help",
"http://getbulb.com","keyword/Data Visualisation",
"http://www.facebook.com/TakeBridj","keyword/Play",
"http://www.facebook.com/pages/Zodius-Advisors/284029701672364","keyword/Operational",
"http://www.predilytics.com","keyword/Other",
"http://www.facebook.com/SensePlatform","keyword/cloud",
"http://www.facebook.com/SensePlatform","keyword/cloud",
"http://www.pinterest.com/jobstheword","keyword/help",
"http://sourcethought.com/","keyword/ETL",
"http://www.thbs.com","keyword/cloud",
"http://www.linkedin.com/company/mnubo","keyword/cloud","hasKeyword"
"http://www.linkedin.com/company/concurrent-inc.","keyword/Amazon Elastic MapReduce","hasKeyword"
"http://www.linkedin.com/company/concurrent-inc.","keyword/ETL","hasKeyword"
"http://www.linkedin.com/company/hexanika","keyword/Map Reduce","hasKeyword"
"http://corduro.com/blog","keyword/social network","hasKeyword"
"http://corduro.com/blog","keyword/crm","hasKeyword"
"http://corduro.com/blog","keyword/loyalty","hasKeyword"
"http://www.bmgww.com","keyword/Baidu","hasKeyword"
"http://www.linkedin.com/company/map-d","keyword/databases","hasKeyword"
"http://blog.typesafe.com/","keyword/reactive platform","hasKeyword"
"http://www.linkedin.com/company/jobstheword","keyword/Social Recruiting","hasKeyword"
"http://www.linkedin.com/company/salespredict","keyword/Customer Lifecycle Intelligence","hasKeyword"
"http://www.linkedin.com/company/salespredict","keyword/Predictive Marketing","hasKeyword"
"http://www.youtube.com/watch?v=knicXkXd9hQ","keyword/high-performance computing","hasKeyword"
"http://branchbird.com/blog","keyword/Blog","hasKeyword"
"http://www.linkedin.com/company/alpine-data-labs","keyword/Big Data Analytics","hasKeyword"
"http://www.linkedin.com/company/alpine-data-labs","keyword/hadoop analytics","hasKeyword"
"http://www.synerscope.com","keyword/forensics","hasKeyword"
"http://www.synerscope.com","keyword/danny holten","hasKeyword"
"http://www.synerscope.com","keyword/jan-kees buenen","hasKeyword"
"http://blog.treasure-data.com/","keyword/strata","hasKeyword"
"http://tyk.li/blog","keyword/tikli","hasKeyword"
"http://tyk.li/blog","keyword/graph search","hasKeyword"
"http://tyk.li/blog","keyword/graph exploration","hasKeyword"
"http://tyk.li/blog","keyword/tykli blog","hasKeyword"
"http://www.linkedin.com/company/continuum-analytics-inc-","keyword/Big Data Analytics","hasKeyword"
"http://www.linkedin.com/company/continuum-analytics-inc-","keyword/Web-based Python","hasKeyword"
"http://continuum.io/blog","keyword/Training","hasKeyword"
"http://continuum.io/blog","keyword/anaconda","hasKeyword"
"http://www.kitenga.com","keyword/Big Data Analytics","hasKeyword"
"http://www.linkedin.com/company/marklogic","keyword/semantics","hasKeyword"
"http://www.linkedin.com/company/92062","keyword/Network Insights","hasKeyword"
"http://www.sumologic.com/blog/","keyword/apm","hasKeyword"
"http://www.sumologic.com/blog/","keyword/Big Data Analytics","hasKeyword"
"http://www.sumologic.com/blog/","keyword/new relic","hasKeyword"
"http://www.sumologic.com/blog/","keyword/appneta","hasKeyword"
"http://www.sumologic.com/blog/","keyword/appview","hasKeyword"
"http://www.sumologic.com/blog/","keyword/Security","hasKeyword"
"http://www.sumologic.com/blog/","keyword/bfs","hasKeyword"
"http://www.sumologic.com/blog/","keyword/help","hasKeyword"
"http://idatamatics.com","keyword/iDataXpress","hasKeyword"
"http://idatamatics.com","keyword/iDxStudio","hasKeyword"
"http://idatamatics.com","keyword/New ELT tools in market","hasKeyword"
"http://idatamatics.com","keyword/DI tools","hasKeyword"
"http://idatamatics.com","keyword/Data Integration tools","hasKeyword"
"http://idatamatics.com","keyword/netezza data warehouse","hasKeyword"
"http://idatamatics.com","keyword/netezza.com","hasKeyword"
"http://idatamatics.com","keyword/elt in data warehousing","hasKeyword"
"http://idatamatics.com","keyword/netezza sql toolkit","hasKeyword"
"http://idatamatics.com","keyword/Data Integration platform","hasKeyword"
"http://idatamatics.com","keyword/Data loading for Hadoop","hasKeyword"
"http://idatamatics.com","keyword/ETL techniques for Cloudera","hasKeyword"
"http://idatamatics.com","keyword/Landing data in Hive","hasKeyword"
"http://idatamatics.com","keyword/How to transfer data between Hadoop and Netezza","hasKeyword"
"http://idatamatics.com","keyword/What is the best way to load data into PDH","hasKeyword"
"http://idatamatics.com","keyword/Importing data into Hive","hasKeyword"
"http://idatamatics.com","keyword/Best ETL tools for Hadoop","hasKeyword"
"http://idatamatics.com","keyword/Best ETL tools for Netezza","hasKeyword"
"http://www.fiscalnote.com","keyword/states","hasKeyword"
"http://www.mu-sigma.com","keyword/Big Data Analytics","hasKeyword"
"http://www.linkedin.com/company/red-lambda-inc.","keyword/Accelerated threat detection","hasKeyword"
"http://www.linkedin.com/company/red-lambda-inc.","keyword/Threat remediation","hasKeyword"
"http://www.linkedin.com/company/big-data-partnership","keyword/Training","hasKeyword"
"http://www.linkedin.com/company/big-data-partnership","keyword/IBM BigInsights","hasKeyword"
"http://www.linkedin.com/company/kxen","keyword/customer insight","hasKeyword"
"http://www.linkedin.com/company/promptcloud","keyword/Site-specific Crawl","hasKeyword"
"http://www.linkedin.com/company/bigdatagroup","keyword/Big Data Analytics","hasKeyword"
"http://www.linkedin.com/company/customermatrix","keyword/Big Data Analytics","hasKeyword"
"http://www.linkedin.com/company/customermatrix","keyword/crm","hasKeyword"
"http://www.linkedin.com/company/optier","keyword/Big Data Analytics","hasKeyword"
"http://www.linkedin.com/company/cyberlightning-ltd.","keyword/Real-time Interaction","hasKeyword"
"organization/learnsprout","person/justin-tan-2","hasBoardMemberAndAdvisor"
"organization/learnsprout","person/anna-hon","hasTeamMember"
"organization/learnsprout","person/adrian-fenty","hasBoardMemberAndAdvisor"
"organization/lhsg","image/upload/v1397761715/c48a32a05f1c5f13c8d8a0157f3a6c1b.jpg","hasPrimaryImage"
"organization/market-atlas","person/akin-sawyerr","hasTeamMember"
"organization/market-atlas","http://www.linkedin.com/company/market-atlas","hasWebsite"
"organization/market-atlas","http://twitter.com/market_atlas","hasWebsite"
"organization/marklogic","person/joe-pasqua-2","hasTeamMember"
"organization/marklogic","http://twitter.com/MarkLogic","hasWebsite"
"organization/massive-analytic","person/marc-daubach","hasTeamMember"
"organization/niche-skills","QWRkcmVzc0xvbmRvbiBPZmZpY2VudWxsbnVsbEhBOTZERUxvbmRvbg==","hasOffice"
"organization/0xdata","funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e","hasFundingRound"
"organization/0xdata","person/josephine-wang","hasTeamMember"
"organization/0xdata","http://www.pinterest.com/0xdata","hasWebsite"
"organization/0xdata","http://www.0xdata.com","hasWebsite"
"organization/a16e","http://www.a16e.com/","hasWebsite"
"organization/altoros-systems","QWRkcmVzc05vcndlZ2lhbiBPZmZpY2VudWxsbnVsbDA1NTJPc2xv","hasOffice"
"organization/atigeo","person/joe-abrams","hasBoardMemberAndAdvisor"
"organization/atigeo","person/jim-jensen","hasTeamMember"
"organization/atigeo","person/michael-allen","hasBoardMemberAndAdvisor"
"organization/auralytics","image/upload/v1413544750/kl5ewnltqzutogw4dj66.png","hasPrimaryImage"
"organization/beyond-media-global","http://www.facebook.com/BMGAsia","hasWebsite"
"organization/packetloop","http://blog.packetloop.com","hasWebsite"
"organization/packetloop","http://twitter.com/packetloop","hasWebsite"
"organization/pialgo-technologies","http://www.pi-algo.com","hasWebsite"
"organization/pialgo-technologies","funding-round/6066734398b535b43ab437b6a66396f9","hasFundingRound"
"organization/rairth","http://rairth.com","hasWebsite"
"organization/recopick","http://twitter.com/recopick","hasWebsite"
"organization/recopick","person/chaehyeon-lee","hasTeamMember"
"organization/recopick","image/upload/v1406796256/jthssqyvmo1cn0dqjfz3.png","hasPrimaryImage"
"organization/branchbird","image/upload/v1397184840/07644479649fe593fa058e5276745a8d.png","hasPrimaryImage"
"organization/comprinno-technologies-pvt-ltd","http://www.linkedin.com/company/comprinno-technologies-pvt-ltd-","hasWebsite"
"organization/conflictbase","http://www.facebook.com/conflictbase","hasWebsite"
"organization/context-relevant","person/chris-mueller","hasBoardMemberAndAdvisor"
"organization/datainsight-io-2","QWRkcmVzc0hRbnVsbG51bGxudWxsTG9uZG9u","hasOffice"
"organization/datainsight-io-2","QWRkcmVzc0hRbnVsbG51bGxudWxsTG9uZG9u","hasHeadquarter"
"organization/datainsight-io-2","http://www.datainsight.io/","hasWebsite"
"organization/echovoice","http://twitter.com/echovoice","hasWebsite"
"organization/echovoice","http://echovoice.com","hasWebsite"
"organization/edureka","http://edureka.in/blog/","hasWebsite"
"organization/edureka","category/training/e55f09e8697b1653f86e0274d25d6db6","hasCategory"
"organization/fbs-data-systems","image/upload/v1403090072/i0nh2yukdlrsnt2rvo7u.png","hasPrimaryImage"
"organization/flydata","person/zivago-lee","hasTeamMember"
"organization/flydata","person/daniel-saito","hasTeamMember"
"organization/flydata","person/hiroyuki-tsujino","hasTeamMember"
"organization/flydata","funding-round/49a8009016cd4a657b6ce468077c7d61","hasFundingRound"
"organization/flydata","funding-round/d7805d4439be747a671aa3372cb0996e","hasFundingRound"
"organization/flydata","person/alex-weber","hasTeamMember"
"organization/giant-oak-inc","http://www.facebook.com/GiantOak","hasWebsite"
